WKT,Area
"POLYGON ((1.2736340519318 52.6165631839748,1.27373755745121 52.6164987927806,1.27531593989483 52.6153843136113,1.27863212661934 52.613983736081,1.28185500776661 52.6126451380149,1.2818139896348 52.6125867851029,1.28119874108526 52.6117114883583,1.27981971006981 52.6089536646435,1.27960235459951 52.6073534538647,1.27906585282026 52.6054051459782,1.27888842118264 52.6053930916275,1.27765624212117 52.6035405063959,1.2780639092038 52.6011496154286,1.27673178117507 52.5984805183588,1.27673145186302 52.598481211897,1.27670713071253 52.5984917783287,1.27651644747203 52.5985492209075,1.27542627617065 52.5988051383679,1.27515579183505 52.5988620890367,1.27493502072775 52.598932053385,1.27481904168715 52.5989415581442,1.27445341717581 52.598950774964,1.27442909144555 52.5990206993943,1.27448187276475 52.599272861198,1.27451074492457 52.5993628986744,1.27460989559273 52.599563412859,1.27482562695556 52.5998416445429,1.27479312343907 52.5999801473739,1.27466681643286 52.6001086544027,1.27449387530229 52.6002258603165,1.27426317666362 52.6003410663159,1.27388641098318 52.6004387274829,1.27372540506456 52.6003991118771,1.27353478750517 52.6003189441465,1.27341244124228 52.6003025418509,1.27281919126144 52.6003495264766,1.27274990579958 52.6003910145428,1.27271337941857 52.6004954521621,1.27272757970645 52.6005472230866,1.27280013100914 52.6007080032777,1.27276374234174 52.6007746636472,1.2726469547393 52.6007733960788,1.27250350149843 52.6007512807574,1.27233558743643 52.6007775082651,1.27212738853384 52.6009568430689,1.27203404808505 52.6009927002685,1.2719360175349 52.6010250895584,1.27165754231626 52.6010741585639,1.27143079610313 52.6011038096942,1.27133390441513 52.6011316701302,1.27123741397069 52.6011649156203,1.2710044929389 52.6012702837363,1.27066924967277 52.601409956885,1.27028844301881 52.6015329005328,1.27000895331121 52.6016080752773,1.26954143996142 52.6017172232071,1.26936474205831 52.6017445883446,1.26918469453417 52.6017666495104,1.26882333234112 52.601773931842,1.26847946640976 52.6017384595506,1.26847626558433 52.6016558059476,1.26850865529398 52.6015155092419,1.26842786087763 52.6014421933085,1.26820346068003 52.6014438928949,1.26803593791271 52.6014952856761,1.26784556781643 52.6015374159479,1.26758143665178 52.601521324526,1.26722846175134 52.6014825026743,1.26696829468583 52.6014204326722,1.26672677112726 52.6012912942915,1.26652565122227 52.6011691347053,1.26633256620782 52.6010755328558,1.26593827399041 52.6009578037396,1.2654218390071 52.6008263552585,1.2653325969281 52.6007982388369,1.26516182802533 52.600706717622,1.26508894028852 52.6006601625061,1.26502322290474 52.6006107114458,1.2649615941601 52.6005566507284,1.26478308479212 52.6003610163495,1.26467743562723 52.6003108682532,1.26444374240682 52.600266950098,1.26384379969593 52.6002637109273,1.26381311714043 52.6002483685369,1.26357792174721 52.6000848746814,1.26352267862902 52.5999775749922,1.26353543030042 52.599910670412,1.2636010979797 52.5996813204327,1.26358839648575 52.599589935546,1.2634735122443 52.5995148588765,1.26325886645328 52.5994290424469,1.26319589548906 52.5993966029193,1.26297875524719 52.5991579628789,1.26284065511536 52.5989890924745,1.262704603706 52.5987086442931,1.26261110672537 52.5986032981808,1.2624920136925 52.5981137297951,1.26238503880273 52.598045628992,1.26254026337584 52.5978884580122,1.2624738204632 52.5978291329156,1.26247234646725 52.5978291735495,1.26226045200495 52.5977603674749,1.26205934291616 52.597697559291,1.26174615156835 52.5976171545608,1.26156486520007 52.5975825788577,1.2614589452481 52.597568410003,1.26120769310578 52.5975861262744,1.26079470924138 52.5975939084985,1.26060911971286 52.5976008206336,1.26054473066151 52.5976088901738,1.26042478871317 52.5976445717139,1.26033626696992 52.5976856830803,1.25995004860718 52.5977754664156,1.25976364245718 52.5978111793384,1.25959841315245 52.597833717607,1.25949710690143 52.5978419040052,1.2593133313842 52.5978334749519,1.25917711540573 52.5978489180419,1.25906514957254 52.5978726868013,1.25888905184566 52.5979279004462,1.25888757784112 52.5979279410356,1.25866029761763 52.5979701739126,1.25836339687232 52.598029612356,1.25791293171768 52.5980896800881,1.25778574043032 52.5981471431834,1.2573967309138 52.5984582381655,1.25722613693144 52.5986275168711,1.25707599683717 52.5987539623483,1.25649689157714 52.5990711850917,1.2564730310673 52.5990880301675,1.25637784560091 52.5991787867873,1.25632823180646 52.599246704739,1.25627491837633 52.5993444034238,1.25614312749324 52.5994793364054,1.25573022365963 52.5998270574875,1.25569482627065 52.5998676031912,1.2556724958297 52.599905091338,1.25565914292717 52.5999441312425,1.2556542918568 52.5999982264289,1.25583448814025 52.6002172105186,1.25584807797934 52.6002411194397,1.25586507220819 52.6002910162102,1.25587040688094 52.6003430324651,1.25586053471673 52.6003891715322,1.25583961170398 52.6004257216255,1.25580053374102 52.6004564756653,1.25575790847738 52.6004792330108,1.2557219880046 52.600492812258,1.25566663801078 52.6005033285246,1.25552820611598 52.6005089352758,1.25544062559883 52.600523036109,1.25534614042857 52.600543622342,1.25527242565192 52.6005654359266,1.25517344151356 52.6006050323987,1.25500701777523 52.6007112377788,1.25494171774367 52.6007867815211,1.25492163898568 52.6008745719888,1.25496620421038 52.601256475143,1.2549511129639 52.6015509820121,1.25491339711113 52.6017993441944,1.25490379658272 52.6018397180315,1.25489875867279 52.601860903483,1.25480711169826 52.6019596557677,1.25465193257268 52.6020781423589,1.25450969749343 52.6021719899858,1.2543632183722 52.6023082241897,1.25414901620835 52.6025919550031,1.25398255713664 52.602812440825,1.25384055275632 52.6029692366132,1.2536414183963 52.6030727416317,1.25351741095401 52.6031534957819,1.25346448626344 52.603256578612,1.25340675030224 52.6033346115154,1.25316000720562 52.603493386088,1.25311585997775 52.6035953281111,1.25301430912806 52.6038994056619,1.25296427518411 52.6039817234334,1.25289146257572 52.6040556736014,1.25278501955827 52.6041143594619,1.25239453776789 52.6042671895517,1.25219142540131 52.6043968827359,1.25208637700479 52.6044744162085,1.25203924524066 52.6045161825093,1.25195100004355 52.6046211343755,1.25186862862689 52.6047654967035,1.2518056006261 52.6048319824099,1.25170719034752 52.604899440152,1.25165872796164 52.604923255606,1.25155088484656 52.6049630921451,1.25110879943698 52.6052171644909,1.25099260590077 52.6053237826052,1.25099087326921 52.6054200618598,1.25103325538419 52.6055933738449,1.25103749822401 52.6056706023809,1.25102500390065 52.6057213097998,1.25100493869282 52.6057695270821,1.25098246847076 52.6058052193595,1.2507968675122 52.6059919880353,1.25079958108671 52.6060485732626,1.25085321845824 52.6061145521863,1.25070192840172 52.6061861594357,1.25044335812213 52.6062454235197,1.25010182729053 52.6063015689067,1.2497529116428 52.6063777019836,1.2494913112725 52.6064559337027,1.24894004185137 52.6065924805198,1.24881702460455 52.6066669066335,1.24866052179844 52.6067080759915,1.24849452139458 52.6067207262742,1.24829442521936 52.6067118280331,1.2482117695355 52.6066529398849,1.2481182497889 52.6066069409437,1.24796253038656 52.6065788372995,1.24775526346538 52.6065728332081,1.24767770936582 52.6066028414267,1.24749821493562 52.6066527344954,1.24741496181416 52.6067854259314,1.24730537047923 52.6068217090595,1.24707811238147 52.606845031759,1.24698673004671 52.6069077958279,1.24672068343059 52.6071057583421,1.24633516363335 52.6071864829876,1.24602575258307 52.6071976671266,1.24591535849621 52.607323007536,1.24568550456799 52.6076908533333,1.24562303198203 52.6078049863635,1.24551945701567 52.6080425592768,1.24519643293974 52.6081494465135,1.24491987174106 52.6082253802023,1.24436644418332 52.6083331853775,1.24390517000856 52.6084285693797,1.24363007907482 52.6085044597021,1.24297839644806 52.6089621037107,1.24280868241064 52.6090845697802,1.24262608026156 52.6092325707543,1.24241829468678 52.6093596766485,1.2420607721393 52.6096797492801,1.24168515327004 52.6099949201633,1.24158382072148 52.6101631775605,1.24167688087462 52.6102829418684,1.24176778830469 52.6104135573888,1.24189118142164 52.6104839253531,1.24209131288389 52.6105530906715,1.24233034668813 52.6106688561168,1.242393237738 52.6107201955969,1.24241807367676 52.6107563890248,1.24243084868755 52.6107893153979,1.2424322259263 52.6108279501543,1.24242321559794 52.6108659701004,1.24240636869689 52.6108979091931,1.24236390981289 52.6109431409085,1.24219713532264 52.611065525354,1.24215293632849 52.6111072072088,1.2421289820175 52.6111429383726,1.24211548162422 52.6111801819126,1.242114108591 52.6112215900764,1.24213188819782 52.611282259557,1.24238873073912 52.611598993806,1.242518984468 52.6119021075107,1.24261937767739 52.6120810280666,1.24271484303549 52.6121332737809,1.24303984317084 52.612292550268,1.24310645236363 52.6123941517277,1.24307911747751 52.6126440234257,1.24307940380792 52.6127078701527,1.24318990901509 52.6129036010897,1.24321565793133 52.6131520183704,1.24334576214498 52.6133130365087,1.24346848129306 52.6133141707519,1.24382371435354 52.6133026377706,1.24394571107883 52.6133739414318,1.24409025490579 52.6135903234507,1.24436743452724 52.6141817008705,1.24453218604975 52.6144514902089,1.24439050162462 52.6145336179793,1.24369285847292 52.6147703822203,1.24364277371303 52.6147924399245,1.24359341878084 52.6148243705701,1.24355880977572 52.6148558971414,1.24353760483398 52.6148888551407,1.24352564558385 52.6149269559583,1.24352367678269 52.6149602862293,1.24353350481799 52.6149932932591,1.24355352240601 52.615024222366,1.24358366321238 52.6150521760027,1.24366760503601 52.6151083342858,1.24369706763537 52.6151470988023,1.24372096362602 52.6151905126507,1.24373319547796 52.6152360448399,1.24372917706502 52.6153215941703,1.24370870196107 52.6153644251591,1.24367394512063 52.6154139430088,1.24359942496986 52.6154852356913,1.24325688249967 52.6157086688738,1.24322837012187 52.6157427263698,1.24321641038945 52.6157808271551,1.24321745695073 52.6158149741582,1.24322816248171 52.6158398629289,1.24335038625567 52.6159741162866,1.24350654245506 52.6160876538701,1.24361357881279 52.6162762847181,1.24361757455466 52.6164902229152,1.24363624310513 52.616802688661,1.24354557300156 52.6171352385188,1.24335045170371 52.617198859254,1.24691999232591 52.6199250594381,1.24683500689883 52.6195920797314,1.24864685172215 52.6197132560263,1.25165558824707 52.6211475156253,1.25401866108346 52.6216441652003,1.25798446470915 52.6215378760376,1.26083118227554 52.6216974681165,1.26207485874212 52.6224419873742,1.26281583688452 52.6220949152965,1.26373392745096 52.6212962413336,1.26533041998431 52.6204193592623,1.26687354276485 52.6201388254528,1.26886897912102 52.6193698638922,1.27093531365383 52.6182419697679,1.2736340519318 52.6165631839748))",Eaton
"POLYGON ((0.456292237974841 52.7557737110815,0.453035683869892 52.7458689332518,0.422644725011161 52.7374433170239,0.418791674525526 52.7377156468676,0.419394086377253 52.7381637652355,0.43418119646765 52.7440950899206,0.413043831992214 52.7514682850457,0.41606534153947 52.7582466028346,0.416455415869722 52.7593804809592,0.416999991514771 52.7609633346453,0.41903139209518 52.7615555918884,0.425769733874451 52.7635198265635,0.426553008552339 52.7642055820305,0.428690096813034 52.7652561188794,0.437894745709794 52.7667919980324,0.455928143139526 52.7633800245304,0.451840885277434 52.7582599621234,0.451346913351532 52.7576410749539,0.456292237974841 52.7557737110815))",Gaywood
"POLYGON ((1.2848447255943 52.6309499898535,1.28486460245987 52.6308248329507,1.28500691280462 52.6299287128937,1.28529929489126 52.6286118311085,1.28609283860617 52.6274595035898,1.28820323709138 52.6256162090344,1.29052514919885 52.6242967630301,1.29073486193784 52.624177585723,1.28880999259139 52.6232792516618,1.28752355094997 52.6217682578697,1.28733181814448 52.6216906163677,1.28601130558012 52.6211558650192,1.28135949272724 52.619083801983,1.27704959410152 52.6176564488506,1.2736340519318 52.6165631839748,1.27093531365383 52.6182419697679,1.26886897912102 52.6193698638922,1.26687354276485 52.6201388254528,1.26533041998431 52.6204193592623,1.26373392745096 52.6212962413336,1.26281583688452 52.6220949152965,1.26207485874212 52.6224419873742,1.26216122596788 52.6224936889701,1.26330946340611 52.623473377349,1.26401888904195 52.6238107624185,1.26336185238922 52.6268033637834,1.26308177447451 52.6296070931609,1.26309471817788 52.6310939756236,1.27060772298743 52.6322982756848,1.27505441786625 52.6322438847534,1.27782888300433 52.6319271508449,1.28094404727525 52.6316466115491,1.2848447255943 52.6309499898535))",Golden Triangle
"POLYGON ((0.418791674525526 52.7377156468676,0.418111699700547 52.73720981641,0.41737228499921 52.7358941007932,0.410642177267298 52.7366155674398,0.405311123614122 52.7362306705819,0.402476842168586 52.736025938404,0.408129132676314 52.7412643201245,0.409547085333109 52.7435194504091,0.412774614055294 52.7465942518191,0.413523501342211 52.7495053024106,0.413043831992214 52.7514682850457,0.43418119646765 52.7440950899206,0.419394086377253 52.7381637652355,0.418791674525526 52.7377156468676))",Hardwick
"POLYGON ((1.34977081911936 52.6489417810522,1.3518919021323 52.6441160584597,1.35089562329616 52.6438272425742,1.34224413871472 52.6413187312893,1.34070528831299 52.6408378140604,1.3401012061622 52.640632706741,1.33789990899829 52.6399752707303,1.33615330352976 52.6394246023096,1.33321427529722 52.63857111042,1.32986461127351 52.6375843024983,1.32981062200501 52.6371073455811,1.32974486780323 52.6368336616247,1.32847297374323 52.6371023855423,1.32806786911017 52.6394934104282,1.32807851208041 52.6409208920192,1.32756088410715 52.6417169086286,1.32729039501448 52.642132860223,1.32602333518042 52.6434772798593,1.32297652063392 52.6450242398697,1.32390792492756 52.6452562247556,1.32448755366726 52.64543152415,1.32973334986514 52.6468256935429,1.33392545660373 52.6479524916492,1.33609890068863 52.6485118497162,1.3405716173168 52.6497078362047,1.34326843864725 52.650451434563,1.34847601480731 52.6518870778576,1.34977081911936 52.6489417810522))",Heartsease
"POLYGON ((1.28159554977756 52.641155064975,1.28187001454833 52.6411051471366,1.2842337117428 52.6406752253229,1.28424638187775 52.6406578767275,1.28605612288201 52.6400127555303,1.28704503502498 52.6388550025968,1.28724430990426 52.6376001975652,1.28757677423801 52.6368176048589,1.28750999548782 52.6359271235858,1.28746547813238 52.6353334686744,1.2873987049507 52.634442987008,1.2861298439617 52.6331694576951,1.28516265450184 52.6320065190138,1.28503798345681 52.6319235007809,1.28515375449757 52.6318877872143,1.28480763832431 52.6311835212336,1.2848447255943 52.6309499898535,1.28094404727525 52.6316466115491,1.27782888300433 52.6319271508449,1.27505441786625 52.6322438847534,1.27060772298743 52.6322982756848,1.26309471817788 52.6310939756236,1.26033570770811 52.6321218165698,1.25941292185662 52.6328610984986,1.25937636211119 52.6328954193699,1.25804193272922 52.6341481131131,1.25785073946703 52.6355216263622,1.25799204482407 52.6374213929777,1.25932696746804 52.6382769865489,1.2594071855672 52.6417623761048,1.26240116971878 52.6414761082751,1.26684189854457 52.6406992640566,1.26731474173697 52.6409838273562,1.27132320461106 52.641253682769,1.27430428540394 52.6413616278627,1.27674239583694 52.6415321204479,1.2803303341884 52.6413851573283,1.28159554977756 52.641155064975))",Dereham Rd area
"POLYGON ((1.26518935441912 52.6741665492958,1.26583985434158 52.6735055612963,1.26603182171581 52.6733419777533,1.26756984224911 52.6722230022785,1.26827401677974 52.6718060479097,1.26869227785172 52.6715031072284,1.2690818777058 52.6711928618494,1.26931389118765 52.6709912929787,1.26957234632341 52.6707476224442,1.26999502504947 52.6703060515392,1.27021159713906 52.6700563410446,1.27038998126971 52.6698301690727,1.27055219056049 52.6696053428975,1.27069010488133 52.6693919799637,1.2708225155687 52.6691643788906,1.27098713922861 52.6688333593189,1.27106612753794 52.668702567114,1.27149951522334 52.6679890838184,1.2720051627343 52.6671144130548,1.27228001014975 52.6666751170141,1.27228216998419 52.6666760862195,1.27278971861341 52.6650567512607,1.27321928743098 52.6634743335862,1.27390093282332 52.6621229035432,1.27473165033569 52.6606721603614,1.2757114220779 52.6591220996421,1.27649237989739 52.6580534566749,1.27729856636842 52.6565552871654,1.2771865930242 52.6565176109005,1.27714581505933 52.6565037605826,1.27645207726522 52.6562681284594,1.27622940891439 52.6562572029514,1.27581103554608 52.6561608553569,1.27473384207978 52.6558578883205,1.27364760493569 52.6555524638932,1.27110384652337 52.6548016508425,1.26822266346576 52.6539674666724,1.26587172450287 52.6533209465424,1.26158589230601 52.6520909319116,1.26132528981478 52.6520162559056,1.25898348316111 52.651888385302,1.25521678564486 52.6474443667523,1.25155342029542 52.6442136260831,1.2513852617955 52.6441914353972,1.2481952326963 52.6437704105126,1.24741372201058 52.6451006062025,1.24816492693773 52.647645442971,1.2485080287344 52.6477431855006,1.24885706420986 52.6478037584556,1.24927976233292 52.6478407239929,1.24981462743961 52.6479133151526,1.24750578594154 52.6482882101369,1.24613751724744 52.6503111599314,1.24723260353087 52.6518873563859,1.24477294366143 52.6543343331189,1.24144311442578 52.6569240495943,1.24077985765314 52.6598571701878,1.24299146678292 52.662922892326,1.24127100439097 52.6664565200797,1.24916802413465 52.6759819346439,1.26160880629958 52.6789272493506,1.26285935312366 52.6774055239498,1.26361206217814 52.6763082473232,1.26463586728945 52.6749183923681,1.26518935441912 52.6741665492958))",Hellesdon
"POLYGON ((1.30967031487205 52.6167834820277,1.3096196351917 52.6166312104568,1.31004457499994 52.6157864654344,1.30821172431916 52.6135176014214,1.3067208971252 52.6118935448091,1.30912489608238 52.6105982916344,1.30922050264043 52.610728860783,1.3095476061286 52.610951752662,1.30979399405 52.6111427247953,1.31002829839723 52.6113888963156,1.3106570013237 52.6119271246421,1.31115756125986 52.6123727018271,1.3113334039487 52.6124581071089,1.31250494501673 52.5987159709183,1.31190604843022 52.5984764297769,1.29175969236691 52.5998969438419,1.29171736086165 52.5998551309092,1.2914949482987 52.5997650828917,1.29128395881345 52.5995712884879,1.29105586110744 52.5995038822024,1.29060830375974 52.5993463437866,1.29009784399576 52.5992166342161,1.2899464724592 52.5991677786889,1.28940058815071 52.5988609743996,1.28923198424734 52.598759533734,1.28908984597061 52.5986564580074,1.28895668691099 52.5985549313585,1.28873781301577 52.5983739431178,1.28867045822251 52.5983029652147,1.2884838693999 52.5980797081874,1.28847301473019 52.5980686704495,1.28854107112216 52.600145099103,1.28930410783619 52.6025035045415,1.29154380299501 52.6063081075459,1.29363233505737 52.6080942075449,1.29433786906944 52.6096808060668,1.29415185251605 52.6097071750803,1.29172697996299 52.6100508936605,1.29027745432405 52.6102696662836,1.28747588508539 52.6107044503599,1.28690274465022 52.6108961496834,1.2916777062884 52.6178345168664,1.29127446667386 52.6184525266361,1.2905087543384 52.6197112041128,1.29223886077404 52.6195798066126,1.2933139572654 52.6200472174009,1.29255222500018 52.6223423507244,1.29338171495515 52.6229736590362,1.29385892252665 52.622819483095,1.29700840640671 52.6218018728524,1.29940250434948 52.621140258465,1.30163719597125 52.6209589595625,1.30319265487028 52.6195472928755,1.30506749884744 52.6184836256266,1.30783356488833 52.6175734914302,1.30967031487205 52.6167834820277))",Lakenham
"POLYGON ((1.2852616664287 52.6440512033936,1.2833448893634 52.6428302234412,1.28159554977756 52.641155064975,1.2803303341884 52.6413851573283,1.27674239583694 52.6415321204479,1.27430428540394 52.6413616278627,1.27132320461106 52.641253682769,1.26731474173697 52.6409838273562,1.26731297343537 52.640983707983,1.26547016641189 52.6477449970433,1.26487010846079 52.6491417136986,1.26319333367606 52.6493595547001,1.26132528981478 52.6520162559056,1.26158589230601 52.6520909319116,1.26587172450287 52.6533209465424,1.26822266346576 52.6539674666724,1.27110384652337 52.6548016508425,1.27364760493569 52.6555524638932,1.27473384207978 52.6558578883205,1.27581103554608 52.6561608553569,1.27622940891439 52.6562572029514,1.27645207726522 52.6562681284594,1.27714581505933 52.6565037605826,1.27723419212832 52.6564623761583,1.27776058624199 52.6557925063757,1.27782874398182 52.6558100062047,1.27821442063082 52.6552327155916,1.27856855393161 52.654629315539,1.27876506688107 52.654291101044,1.27922310763134 52.6532980856095,1.27950207880799 52.652678776272,1.28001377740723 52.6518101835335,1.28001307121424 52.6516033448584,1.28019947679158 52.6511304995883,1.28210170337523 52.6479029923106,1.28282985857247 52.6469654469133,1.28361768261664 52.6460352340343,1.28411784084856 52.6454097876981,1.2841446576267 52.6453730689039,1.28494583988171 52.6444244863606,1.2852616664287 52.6440512033936))",Mile Cross
"POLYGON ((1.32297652063392 52.6450242398697,1.32602333518042 52.6434772798593,1.32729039501448 52.642132860223,1.32756088410715 52.6417169086286,1.32591674163284 52.6415586981756,1.32420157378754 52.6406074240895,1.32058156586452 52.6403282695797,1.31813983362665 52.6401111738098,1.31228731826041 52.6392756441291,1.31174356260321 52.6382914336516,1.31275035890921 52.6371210556331,1.31240134024795 52.6356078876288,1.31029009195227 52.6356193683029,1.30914550990407 52.6346443974513,1.30741172794502 52.635313160767,1.30550494788855 52.6359613269665,1.30338505589244 52.6363774506676,1.30200989166263 52.6363794470176,1.30165226497105 52.6372598412899,1.30211357374689 52.6396455757138,1.30188048397092 52.6415366948674,1.30203945476427 52.6436453595005,1.30174204603482 52.6446816560755,1.30256468362753 52.6456296001852,1.30365555001657 52.6463987223253,1.30542288475758 52.6463493921318,1.30571690147133 52.6463411828956,1.3074206780199 52.6465220439196,1.31030917520431 52.6474693250687,1.31173622438052 52.6477149757883,1.31380193501054 52.6477142879982,1.31642552713076 52.6476408300394,1.31774847455689 52.6476439937009,1.31921867941069 52.6468879727926,1.32172169514682 52.6456548535178,1.32297652063392 52.6450242398697))",Mousehold
"POLYGON ((1.30220077870199 52.6530863659993,1.30234605425582 52.6530709235897,1.30224122924404 52.6528184186672,1.30235633952686 52.6528117411878,1.30067938735301 52.6501296040726,1.2997410569485 52.6484785576162,1.29892337570563 52.6470396916728,1.29860705243708 52.6463739677797,1.2982893869172 52.6456902932307,1.29751982346624 52.6441108330386,1.29739434893813 52.6440153965462,1.29728295382545 52.6439105739076,1.2971780883916 52.6434997793756,1.29568021133828 52.6430468367491,1.29525154538206 52.642851914577,1.29429759295697 52.6423568298804,1.29386218806843 52.6420721533784,1.29370385459116 52.6419326620935,1.29101692410753 52.6424743716742,1.28910884026242 52.6420705290524,1.28722752771972 52.644835534486,1.2852616664287 52.6440512033936,1.28494583988171 52.6444244863606,1.2841446576267 52.6453730689039,1.28411784084856 52.6454097876981,1.28361768261664 52.6460352340343,1.28282985857247 52.6469654469133,1.28210170337523 52.6479029923106,1.28019947679158 52.6511304995883,1.28001307121424 52.6516033448584,1.28001377740723 52.6518101835335,1.27950207880799 52.652678776272,1.27922310763134 52.6532980856095,1.27876506688107 52.654291101044,1.27856855393161 52.654629315539,1.27821442063082 52.6552327155916,1.27782874398182 52.6558100062047,1.27776058624199 52.6557925063757,1.27723419212832 52.6564623761583,1.27714581505933 52.6565037605826,1.2771865930242 52.6565176109005,1.27729856636842 52.6565552871654,1.27915750368942 52.6571807396087,1.27918339075297 52.6571838925794,1.28049939848307 52.6573441240781,1.28290839178358 52.6576550960484,1.28343223395528 52.6576783463993,1.28371220081846 52.657684073987,1.28392010958242 52.6576756103022,1.2926009273462 52.6549279484251,1.2929697741537 52.6548178584925,1.29368321065801 52.6545308952711,1.29443039890759 52.6542798634503,1.29732953981207 52.6535210085043,1.29998007353177 52.6532897831143,1.30088920018375 52.6532257687289,1.30220077870199 52.6530863659993))",New Catton
